Exp,Cell,TimeMin,Signal,Smoothed,Pred,State,Threshold
enhUP_raw,0,25.333333333333332,1.789,1.522180296456537,1.0795569620253163,1.0,0.23
enhUP_raw,0,25.666666666666668,2.4905,2.2493173301656277,1.4010759493670886,1.0,0.23
enhUP_raw,0,26.0,1.254,1.88285849663469,1.7225949367088607,0.0,0.23
enhUP_raw,0,26.333333333333332,1.794,1.4788111445712322,1.4010759493670886,0.0,0.23
enhUP_raw,0,26.666666666666668,1.278,1.5858188421032615,1.0795569620253163,0.0,0.23
enhUP_raw,0,27.0,1.0255,1.1496472328847709,0.7580379746835443,0.0,0.23
enhUP_raw,0,27.333333333333332,0.546,0.7686900950682988,0.43651898734177214,0.0,0.23
enhUP_raw,0,27.666666666666668,0.5605,0.526953937597911,0.115,0.0,0.23
enhUP_raw,0,28.0,0.4945,0.5204177102832489,0.115,1.0,0.23
enhUP_raw,0,28.333333333333332,0.6205,0.578556665529688,0.43651898734177214,0.0,0.23
enhUP_raw,0,28.666666666666668,0.2215,0.4276938367804254,0.115,0.0,0.23
enhUP_raw,0,29.0,0.2385,0.17682255915309317,0.115,0.0,0.23
enhUP_raw,0,29.333333333333332,0.6815,0.4639029528620907,0.115,1.0,0.23
enhUP_raw,0,29.666666666666668,0.635,0.6932121041406241,0.43651898734177214,1.0,0.23
enhUP_raw,0,30.0,0.524,0.564304094997094,0.7580379746835443,0.0,0.23
enhUP_raw,0,30.333333333333332,0.722,0.630759347115188,0.43651898734177214,1.0,0.23
enhUP_raw,0,30.666666666666668,0.486,0.5959211371504867,0.7580379746835443,1.0,0.23
enhUP_raw,0,31.0,0.811,0.6331016862822167,1.0795569620253163,1.0,0.23
enhUP_raw,0,31.333333333333332,0.8225,0.8654902540875848,1.4010759493670886,0.0,0.23
enhUP_raw,0,31.666666666666668,0.374,0.5860942111965081,1.0795569620253163,0.0,0.23
enhUP_raw,0,32.0,0.5805,0.45628636879978374,0.7580379746835443,0.0,0.23
enhUP_raw,0,32.333333333333336,0.457,0.46446276529695973,0.43651898734177214,1.0,0.23
enhUP_raw,0,32.666666666666664,1.5225,1.0157853717943817,0.7580379746835443,1.0,0.23
enhUP_raw,0,33.0,0.9905,1.3437467924858688,1.0795569620253163,0.0,0.23
enhUP_raw,0,33.333333333333336,0.6765,0.8102333955158624,0.7580379746835443,0.0,0.23
enhUP_raw,0,33.666666666666664,0.521,0.5990195393203595,0.43651898734177214,0.0,0.23
enhUP_raw,0,34.0,0.2,0.35608358062523066,0.115,0.0,0.23
enhUP_raw,0,34.333333333333336,0.111,0.12081645781524918,0.115,0.0,0.23
enhUP_raw,0,34.666666666666664,0.3375,0.21817706135514367,0.115,0.0,0.23
enhUP_raw,0,35.0,0.34,0.32699572849437736,0.115,1.0,0.23
enhUP_raw,0,35.333333333333336,0.753,0.5586425157345142,0.43651898734177214,1.0,0.23
enhUP_raw,0,35.666666666666664,0.5635,0.6704204347624566,0.7580379746835443,1.0,0.23
enhUP_raw,0,36.0,0.787,0.693392526527576,1.0795569620253163,0.0,0.23
enhUP_raw,0,36.333333333333336,0.3105,0.5359698952559663,0.7580379746835443,0.0,0.23
enhUP_raw,0,36.666666666666664,0.7395,0.5417184494844396,0.43651898734177214,1.0,0.23
enhUP_raw,1,0.0,0.11,0.06137825544611964,0.115,0.0,0.23
enhUP_raw,1,0.3333333333333333,0.009,0.06491960906296486,0.115,0.0,0.23
enhUP_raw,1,0.6666666666666666,0.031,-0.009698157941310567,0.115,0.0,0.23
enhUP_raw,1,1.0,0.4025,0.24041178350315304,0.115,1.0,0.23
enhUP_raw,1,1.3333333333333333,0.0495,0.2474711827934949,0.3479113924050633,0.0,0.23
enhUP_raw,1,1.6666666666666667,0.081,0.037036558970793734,0.115,0.0,0.23
enhUP_raw,1,2.0,0.1775,0.14179422842044753,0.115,0.0,0.23
enhUP_raw,1,2.3333333333333335,0.0085,0.09962182147334463,0.115,0.0,0.23
enhUP_raw,1,2.6666666666666665,0.0,-0.011273431647853369,0.115,0.0,0.23
enhUP_raw,1,3.0,0.0775,0.04242169628289425,0.115,0.0,0.23
enhUP_raw,1,3.3333333333333335,0.0095,0.044379444648111985,0.115,0.0,0.23
enhUP_raw,1,3.6666666666666665,0.073,0.036573294113021515,0.115,0.0,0.23
enhUP_raw,1,4.0,0.0795,0.0809134542832026,0.115,0.0,0.23
enhUP_raw,1,4.333333333333333,0.069,0.07639224882351685,0.115,0.0,0.23
enhUP_raw,1,4.666666666666667,0.042,0.054664448097130995,0.115,0.0,0.23
enhUP_raw,1,5.0,0.0445,0.03896283648921587,0.115,0.0,0.23
enhUP_raw,1,5.333333333333333,0.0855,0.06788795700154325,0.115,0.0,0.23
enhUP_raw,1,5.666666666666667,0.042,0.06464894866993416,0.115,0.0,0.23
enhUP_raw,1,6.0,0.0685,0.04947056901176249,0.115,0.0,0.23
enhUP_raw,1,6.333333333333333,0.117,0.09803354125548237,0.115,0.0,0.23
enhUP_raw,1,6.666666666666667,0.06,0.09476945907907429,0.115,0.0,0.23
enhUP_raw,1,7.0,0.008,0.014942998111091524,0.115,0.0,0.23
enhUP_raw,1,7.333333333333333,0.254,0.14132634295098173,0.115,0.0,0.23
enhUP_raw,1,7.666666666666667,0.0375,0.15261053758354337,0.115,0.0,0.23
enhUP_raw,1,8.0,0.175,0.09566096445672854,0.115,0.0,0.23
enhUP_raw,1,8.333333333333334,0.1245,0.12807898332103163,0.115,0.0,0.23
enhUP_raw,1,8.666666666666666,0.6055,0.38379628981599917,0.115,1.0,0.23
enhUP_raw,1,9.0,0.2595,0.47198000763555764,0.3479113924050633,0.0,0.23
enhUP_raw,1,9.333333333333334,0.1155,0.16204816946410897,0.115,0.0,0.23
enhUP_raw,1,9.666666666666666,0.174,0.1256913869026371,0.115,0.0,0.23
enhUP_raw,1,10.0,0.3295,0.25803753913467453,0.115,0.0,0.23
enhUP_raw,1,10.333333333333334,0.289,0.3325876613438081,0.115,0.0,0.23
enhUP_raw,1,10.666666666666666,0.0755,0.17664999150423896,0.115,0.0,0.23
enhUP_raw,1,11.0,0.125,0.09163499747655864,0.115,0.0,0.23
enhUP_raw,1,11.333333333333334,0.047,0.08404989535831803,0.115,0.0,0.23
enhUP_raw,1,11.666666666666666,0.1255,0.07606885184573187,0.115,0.0,0.23
enhUP_raw,1,12.0,0.2095,0.17939897117249115,0.115,0.0,0.23
enhUP_raw,1,12.333333333333334,0.0975,0.14002657254427922,0.115,0.0,0.23
enhUP_raw,1,12.666666666666666,0.397,0.2601422012429643,0.115,0.0,0.23
enhUP_raw,1,13.0,0.0815,0.25654452603838873,0.115,0.0,0.23
enhUP_raw,1,13.333333333333334,0.105,0.05490196942551899,0.115,0.0,0.23
enhUP_raw,1,13.666666666666666,0.399,0.26585557987005765,0.115,1.0,0.23
enhUP_raw,1,14.0,0.201,0.31417164818837695,0.3479113924050633,0.0,0.23
enhUP_raw,1,14.333333333333334,0.2725,0.23926411523960942,0.115,0.0,0.23
enhUP_raw,1,14.666666666666666,0.036,0.15286777893295192,0.115,0.0,0.23
enhUP_raw,1,15.0,0.1265,0.04953761534746089,0.115,0.0,0.23
enhUP_raw,1,15.333333333333334,0.391,0.25482261031054565,0.115,1.0,0.23
enhUP_raw,1,15.666666666666666,0.542,0.4815324132973265,0.3479113924050633,1.0,0.23
enhUP_raw,1,16.0,0.5655,0.5243543590314519,0.5808227848101266,1.0,0.23
enhUP_raw,1,16.333333333333332,1.187,0.9189341935589117,0.8137341772151899,1.0,0.23
enhUP_raw,1,16.666666666666668,0.538,0.9177289037898341,1.0466455696202532,0.0,0.23
enhUP_raw,1,17.0,0.285,0.35774156311297295,0.8137341772151899,0.0,0.23
